"","id","org_id","provider_type","service_ids","sources","name_fi","name_sv","name_en","latitude","longitude","northing_etrs_gk25","easting_etrs_gk25","street_address_fi","street_address_sv","street_address_en","address_zip","address_city_fi","address_city_sv","address_city_en","phone","email","www_fi","www_sv","www_en","desc_fi","desc_sv","desc_en","fax"
"1",41909,91,101,
