"24.6084713225694","60.1651458720618","Saunaniemi",""
"24.5901810696507","60.1766621010743","Kurttila",""
"24.6166894947077","60.1852516841211","Vanttila",""
"24.644213040441","60.1421286563636","Laurinlahti",""
"24.6695075699124","60.128115882609","Soukanniemi",""
"24.6640577037909","60.1375715983149","Soukanmäki",""
"24.6781553145505","60.1449136458546","Hannusjärvi",""
"24.7042232467791","60.1456244635458","Iivisniemi",""
"24.6363527802526","60.1526700805048","Kivenlahti",""
"24.6423853872848","60.1622554604444","Kattilalaakso",""
"24.6575101360264","60.1481581572417","Espoonlahden Keskus",""
"24.6688286084003","60.1625373790602","Nöykkiönlaakso",""
"24.633426077872","60.1734910928183","Tillinmäki",""
"24.6597787976718","60.1789493096933","Latokaskenmäki",""
"24.6994054589871","60.155323586507","Hannus",""
"24.6952610592922","60.1653389014369","Eestinmalmi",""
"24.6861781694246","60.180042396921","Malminmäki",""
"24.7117245381237","60.172486154959","Friisilä",""
"24.8053291879559","60.0081875172664","Ulkosaaret",""
"24.7275452847703","60.1202832436335","Suvisaaret",""
"24.7414802001888","60.143689861895","Nuottaniemi",""
"24.7933265908058","60.1242031396292","Miessaari",""
"24.7321640440635","60.1524216781307","Tiistilä",""
"24.7434028206759","60.1538053987322","Matinmetsä",""
"24.7422530939108","60.1625212610827","Matinkylän Keskus",""
"24.7281712760727","60.1701335178788","Kuitinmäki",""
"24.7169688592414","60.1846541844022","Henttaa",""
"24.7420707951642","60.1729785573774","Olarinmäki",""
"24.7379872002656","60.1915395552934","Suurpelto",""
"24.7573532833371","60.1557434637392","Matinlahti",""
"24.7763244669964","60.158607152885","Haukilahti",""
"24.7668586308456","60.1767116920534","Niittykumpu",""
"24.7654765778461","60.1901927311945","Vanha-Mankkaa",""
"24.7898008929301","60.1759130635713","Länsikorkee",""
"24.795282954349","60.1896381486252","Pohjois-Tapiola",""
"24.8166447904771","60.1553007581719","Westend",""
"24.8051227944385","60.1775906910186","Tapiolan Keskus",""
"24.8179677860579","60.1778884489384","Otsolahti",""
"24.8293319156602","60.1822896414728","Otaniemi",""
"24.8690679322039","60.1566469591979","Lauttasaari",""
"24.8569890098716","60.177143538297","Lehtisaari",""
"24.8586765163176","60.1868474570537","Kuusisaari",""
"24.5671399594649","60.206352321618","Espoonkartano",""
"24.545004680326","60.2361750049546","Ämmässuo",""
"24.5993770476809","60.1949930471377","Kauklahti",""
"24.6151976532975","60.2155588405269","Gumböle",""
"24.5914280011974","60.2390791669427","Vanha-Nuuksio-Nupuri",""
"24.6487671040519","60.193499394331","Kaupunginkallio",""
"24.6385784604578","60.2082675078675","Muurala",""
"24.6684374109273","60.1999209227675","Suvela",""
"24.6616667817407","60.2103125408411","Kirkkojärvi",""
"24.6390955799818","60.232793701501","Karhusuo",""
"24.6705130251086","60.2187612409225","Karvasmäki",""
"24.6915464458306","60.2021126425504","Tuomarila",""
"24.7050871007032","60.1946039521129","Kuurinniitty",""
"24.6964469195534","60.2129363011953","",""
"24.7068505256415","60.205106373758","Ymmersta",""
"24.7078055507084","60.2202063300623","",""
"24.7061864997948","60.2381455341138","Järvenperä",""
"24.6460038203607","60.2610431438666","Kunnarla",""
"24.679763163238","60.2394152478689","Högnäs",""
"24.6895133096376","60.2663802271029","Puotinen",""
"24.5944031453311","60.2932516320718","Nuuksionpää",""
"24.6181332503092","60.3178701246094","Velskola",""
"24.6738342181334","60.293403638812","Röylä",""
"24.689801141108","60.3135403838035","Luukki",""
"24.6463567954993","60.3440978544119","Lakisto",""
"24.7132443728896","60.3377029644392","Lahnus",""
"24.7209775120466","60.2064113831202","",""
"24.723036993736","60.2122676815266","",""
"24.7211486214072","60.2146921005103","",""
"24.7273947472865","60.2088984757795","",""
"24.7325409405516","60.2134092017496","",""
"24.7370796821185","60.209140824923","",""
"24.7443315521394","60.2094270858654","Sepänkylä",""
"24.7154978312885","60.2302952116694","Lippajärvi",""
"24.7369286572636","60.2184381863981","",""
"24.7420703038754","60.2280707943291","Viherlaakso",""
"24.7546961987818","60.2391845860514","Veininlaakso",""
"24.7583333394893","60.199218525898","Taavinkylä",""
"24.7726503274105","60.2127977950971","Nuijala",""
"24.7912138882393","60.2001348037679","Pohjois-Laajalahti",""
"24.7739984990511","60.2206243418979","Kuninkainen",""
"24.7799569930845","60.2340574052198","Karakallio",""
"24.7355243843464","60.2416680277815","Lähderanta",""
"24.7371896247578","60.2560111407127","Vanhakartano",""
"24.7254316795177","60.2787487924712","Perusmäki",""
"24.7527763495221","60.2775355656669","Niipperi",""
"24.7625981477515","60.2510257474868","Jupperi",""
"24.7823737441361","60.2579683666314","Linnainen",""
"24.796670451454","60.2642222418379","Hämeenkylä",""
"24.7787613196156","60.2844600422617","Askisto",""
"24.806509955512","60.2139380755963","Etelä-Leppävaara",""
"24.8305233339352","60.2032363284704","Ruukinranta",""
"24.8311476909973","60.2153811550507","Perkkaa",""
"24.8083847874635","60.2250228288159","Pohjois-Leppävaara",""
"24.8055679478104","60.2332471124214","Lintukorpi",""
"24.8308618084664","60.2240788353888","Mäkkylä",""
"24.8228831046235","60.2318998127086","Lintulaakso",""
"24.8569968369891","60.2068625859019","Talinranta",""
"24.8550832593875","60.213003833925","Tali",""
"24.8665999804368","60.1959298070981","Vanha Munkkiniemi",""
"24.8709344803595","60.209413351916","Munkkivuori",""
"24.8837977515349","60.2051867589022","Niemenmäki",""
"24.8561959673501","60.218992279522","Pajamäki",""
"24.8517387617038","60.2285543719544","Reimarla",""
"24.8710648003839","60.2201283206874","Pitäjänmäen teollisuusalue",""
